question_id,content,canonical_question,starter_answer,category,subcategory,response_type,item_type,language,evidence_reference,source_files,source_sections,readiness_status,metadata_json
ATTACH-00024,"tradedoubler.com 81. Who is responsible for destruction of Personal Data for this process or application? The Head of CIT is responsible for timely destruction of any advertiser data in CRM, cookie id and IP no are dropped automatically after 6 weeks, CFO is responsible for destruction of data acc to local bookkeeping laws 82. What procedures are in place for data disposal? See Client GDPR Policy 83. Are you registered with a data protection supervisory body? If so, please provide the controller name and registration number. No 84. Are you able to provide a copy of our data, at our request, in a usable format? Is there an expected timeframe for this? Yes, without undue delay however cookieid and IP no are dropped automatically after 6 weeks 85. Do you have a documented security policy approved by executive management? Please provide a copy. Yes. Information Security Policy 86. Do you have a documented BC/DR plan for the systems that process or store our data? Yes. BCP short and public version 87. Do you have a physical security policy and standards? Yes.",,,Attached Source Corpus,PDF | Downloads,document_chunk,chunk,en,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf - Page 9,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf,Page 9,Ready,"{""source_file"": ""GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_path"": ""C:\\Users\\harcol\\Downloads\\GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 9"", ""unit_index"": 9, ""chunk_index"": 1, ""chunks_in_unit"": 3, ""page"": 9}"
ATTACH-00025,"Do you have a documented BC/DR plan for the systems that process or store our data? Yes. BCP short and public version 87. Do you have a physical security policy and standards? Yes. Information Security Standard. IT User Guidance. Servers hosted by hosting partner Evry 88. What is your data retention policy period? ( how long do you store our data for?) including in your back up systems (if applicable). ""Cookie id and IP number are dropped automatically after 6 weeks, order no is stored acc to local bookkeeping laws, client contact details reviewed every 6 months after termination and deleted if not needed any more, backup and archiving has the following retention periods: System data-14 days, User data -90 days, Database - 7 days, Deleted user data file is retained for 365 days. Tradedoubler has the possibility to change backup and archiving setup over time."" 89. How quickly will you restore our data (without alteration) from a back-up if you suffer a data loss? Our RTO target is 6 hours 90.",,,Attached Source Corpus,PDF | Downloads,document_chunk,chunk,en,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf - Page 9,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf,Page 9,Ready,"{""source_file"": ""GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_path"": ""C:\\Users\\harcol\\Downloads\\GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 9"", ""unit_index"": 9, ""chunk_index"": 2, ""chunks_in_unit"": 3, ""page"": 9}"
ATTACH-00026,"change backup and archiving setup over time."" 89. How quickly will you restore our data (without alteration) from a back-up if you suffer a data loss? Our RTO target is 6 hours 90. What sub-contractors will be used to support the product or service to be supplied to us? What standards of security are they held to or assessed against? Hosting partner Evry is ISO270001 certified 91. Do you have an inventory of applications and infrastructure? How recently was it updated? What % of assets are included? Yes. This is updated monthly as we are migrating and updating services as part of an overall platform rebuild.",,,Attached Source Corpus,PDF | Downloads,document_chunk,chunk,en,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf - Page 9,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf,Page 9,Ready,"{""source_file"": ""GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_path"": ""C:\\Users\\harcol\\Downloads\\GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 9"", ""unit_index"": 9, ""chunk_index"": 3, ""chunks_in_unit"": 3, ""page"": 9}"
ATTACH-00027,"tradedoubler.com 92. Do you encrypt all removeable media and laptops? Yes 93. Do you have a documented password policy? Yes. See Information Security Standard 94. Is there any access possible to systems that will process or store our data without at least using a username and password? No 95. Does every system that processes or stores personal data have anti-malware protection implemented? If not what alternative measures or justifications are used? Yes 96. Do you implement firewalls between systems that will process or store our data and the Internet? Yes 97. Do you have a documented patching policy and process for systems that process or store personal data? Patching managed by hosting partner Evry 98. Do you have a record of processing activities listing the processing performed on your behalf and on behalf of your clients? Yes. See GDPR Data Flow, Flow chart advertiser personal data and personal data documentation. Received upon request 99.",,,Attached Source Corpus,PDF | Downloads,document_chunk,chunk,en,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf - Page 10,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf,Page 10,Ready,"{""source_file"": ""GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_path"": ""C:\\Users\\harcol\\Downloads\\GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 10"", ""unit_index"": 10, ""chunk_index"": 1, ""chunks_in_unit"": 3, ""page"": 10}"
ATTACH-00028,"sing performed on your behalf and on behalf of your clients? Yes. See GDPR Data Flow, Flow chart advertiser personal data and personal data documentation. Received upon request 99. Have you defined and documented decision criteria for determining when a privacy impact assessment should be conducted? Yes however our conclusion is that we do not need to make a PIA or DPIA since we are not a data controller of advertiser data and we do not collect any sensitive personal data. It is assessed that a possible data breach is NOT likely to result in a high risk to the rights and freedoms of natural persons. Also based on the statements of the Article 29 group, our data processing/treatments are not subject to the requirement of mandatory PIA (GDPR Article 35). 100. Do you have a procedure in place to integrate Privacy by Design and by Default requirements into your new projects? Yes 101.",,,Attached Source Corpus,PDF | Downloads,document_chunk,chunk,en,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf - Page 10,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf,Page 10,Ready,"{""source_file"": ""GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_path"": ""C:\\Users\\harcol\\Downloads\\GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 10"", ""unit_index"": 10, ""chunk_index"": 2, ""chunks_in_unit"": 3, ""page"": 10}"
ATTACH-00029,"he requirement of mandatory PIA (GDPR Article 35). 100. Do you have a procedure in place to integrate Privacy by Design and by Default requirements into your new projects? Yes 101. Do you have a procedure for informing data subjects about the collection and processing of their data (purposes, rights, retention period, transfers, recipients, etc.)? Yes however consent is collected by our publishers, also see our Privacy Policy available on our website 102. Is access to IT tools recorded and checked regularly? Yes",,,Attached Source Corpus,PDF | Downloads,document_chunk,chunk,en,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf - Page 10,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf,Page 10,Ready,"{""source_file"": ""GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_path"": ""C:\\Users\\harcol\\Downloads\\GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 10"", ""unit_index"": 10, ""chunk_index"": 3, ""chunks_in_unit"": 3, ""page"": 10}"
ATTACH-00030,"tradedoubler.com GDPR Information Guide GDPR information including GDPR related Policies can be found in Sharepoint under Teams/Legal/GDPR. Our advertiser DPA Appendix in English can be found here Our GDPR adjusted Publisher Agreement can be found here Our list of sub-processors can be found here Our External Privacy Policy can be found here. Also available on our website 103. Do you apply two-factor authentication for remote connectivity (e.g. access via VPN, external web access, Outlook Web Access, etc.)? Yes. See Information Security Standard 104. Are hard drives in mobile workstations and mobile storage media encrypted? Yes. See Information Security Standard 105. Do you have policies and procedures in place to detect and address personal data breaches and inform your clients about them? Yes. See Databreach Policy 106. Do you have a business continuity or disaster recovery plan? Yes. See BCP short version 107. Do you have mechanisms in place to protect your information systems from environmental hazards such as fire, smoke and water? Yes. Managed by our hosting partner Evry 108.",,,Attached Source Corpus,PDF | Downloads,document_chunk,chunk,en,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf - Page 11,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf,Page 11,Ready,"{""source_file"": ""GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_path"": ""C:\\Users\\harcol\\Downloads\\GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 11"", ""unit_index"": 11, ""chunk_index"": 1, ""chunks_in_unit"": 2, ""page"": 11}"
ATTACH-00031,"ion 107. Do you have mechanisms in place to protect your information systems from environmental hazards such as fire, smoke and water? Yes. Managed by our hosting partner Evry 108. Are personal data processed only for the purposes agreed with your clients and other partners? Yes, See Advertiser DPA 109. Do you use separate IT environments for development, testing and production? Yes 110. Do you have a contractual policy or internal process to ensure that business relationships with your subcontractors are covered by contracts with adequate data protection clauses? Yes. See our standard DPA for sub-contractors",,,Attached Source Corpus,PDF | Downloads,document_chunk,chunk,en,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf - Page 11,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf,Page 11,Ready,"{""source_file"": ""GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_path"": ""C:\\Users\\harcol\\Downloads\\GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 11"", ""unit_index"": 11, ""chunk_index"": 2, ""chunks_in_unit"": 2, ""page"": 11}"
ATTACH-00032,tradedoubler.com Information re Tradedoubler´s information security work including technical and organisational measures (TOMs) can be found on an overall level in our Information Security Policy and on a more detailed level in our Information Security Standard and in this summery document Tradedoubler TOMs that you can send to clients/prospects Information re the proper use of Tradedoubler’s IT systems and what Tradedoubler deems to be acceptable and unacceptable usage as well as our pass word Policies can be found in our IT User Guidance Information re Tradedoubler´s incident management including organisation/roles can be found in our IT Management Incident Policy Information re Tradedoubler´s management of data breaches can be found in our Databreach Policy Information re Tradedoubler´s management of accesses and retention period of advertiser and publisher contact details can be found in our GDPR Client Policy HR related GDPR matters can be found in our Handbook GDPR Human Resources Information re handling of payroll and publisher payment data can be found in our Accounting and P,,,Attached Source Corpus,PDF | Downloads,document_chunk,chunk,en,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf - Page 12,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf,Page 12,Ready,"{""source_file"": ""GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_path"": ""C:\\Users\\harcol\\Downloads\\GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 12"", ""unit_index"": 12, ""chunk_index"": 1, ""chunks_in_unit"": 2, ""page"": 12}"
ATTACH-00033,Policy HR related GDPR matters can be found in our Handbook GDPR Human Resources Information re handling of payroll and publisher payment data can be found in our Accounting and Personal Data Policy Information of what personal data and for what purpose Tradedoubler process and store about you as an employee including photos can be found in our Integrity Policy. In our Integrity Policy you also find information why we publish photos of our partners from events etc. Handling of requests from data subjects asking what information we store about them can be found here Questions re access right management can be found in our Access Right Management standard General GDPR info and GDPR training material can be found here and GDPR training presentation in audio here,,,Attached Source Corpus,PDF | Downloads,document_chunk,chunk,en,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf - Page 12,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf,Page 12,Ready,"{""source_file"": ""GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_path"": ""C:\\Users\\harcol\\Downloads\\GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 12"", ""unit_index"": 12, ""chunk_index"": 2, ""chunks_in_unit"": 2, ""page"": 12}"
ATTACH-00034,tradedoubler.com General Information Security training material can be found here and training presentation in audio here Personal data flow chart can be found here,,,Attached Source Corpus,PDF | Downloads,document_chunk,chunk,en,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf - Page 13,GDPR FAQ and GDPR Info Guide_2020-07-09.pdf,Page 13,Ready,"{""source_file"": ""GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_path"": ""C:\\Users\\harcol\\Downloads\\GDPR FAQ and GDPR Info Guide_2020-07-09.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 13"", ""unit_index"": 13, ""chunk_index"": 1, ""chunks_in_unit"": 1, ""page"": 13}"
